FoodID,FoodName,Category,Calories,Protein,Carbohydrates,Fat,Fiber,GlycemicIndex,Sodium_mg,Potassium_mg,Magnesium_mg,Calcium_mg,VitaminD_mcg,Zinc_mg,Omega3_g,SaturatedFat_g,Sugars,Cholesterol_mg,Meal_Type,NutrientDensity,GlycemicLoad,HeartHealthIndicator,AntiInflammatoryPotential,InsulinResistanceSuitability,HormonalHealthScore,WeightManagementScore,pcos_friendliness_score
113,Chia Seeds,General,486,16.5,42.1,30.7,34.4,1,16,407.0,150.0,631.0,0.0,2.0,2.0,3.0700000000000003,0.0,0.0,Any,0.6746268656716419,0.42100000000000004,100.0,100.0,100.0,100.0,100.0,100.0
114,Flaxseeds,General,534,18.3,28.9,42.2,27.3,1,30,813.0,150.0,255.0,0.0,2.0,2.0,4.220000000000001,0.0,0.0,Any,0.5204337899543379,0.289,100.0,100.0,100.0,100.0,100.0,100.0
115,Oats,General,389,16.9,66.3,6.9,10.6,55,2,429.0,177.0,54.0,0.0,0.0,0.0,0.6900000000000001,0.0,0.0,Any,0.2705770690964313,36.465,100.0,97.43,100.0,53.1,74.80000000000001,82.5925
116,Brown Rice,General,370,7.9,77.5,2.9,3.5,50,7,143.0,143.0,14.0,0.0,0.0,0.0,0.29,0.0,0.0,Any,0.15384920634920635,38.75,71.67333333333333,73.92999999999999,59.8,42.9,32.8,53.707499999999996
117,Quinoa,General,368,14.1,64.2,6.0,5.9,53,7,563.0,197.0,31.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,Any,0.23975279106858055,34.026,100.0,85.60000000000001,80.0,59.1,53.5,70.875
118,Lentils,General,116,9.0,20.0,0.4,7.9,29,2,369.0,36.0,18.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,Any,0.3321285140562249,5.8,100.0,77.17999999999999,92.2,10.799999999999999,88.5,67.355
119,Kidney Beans,General,127,8.7,22.8,0.5,6.4,24,1,403.0,28.0,35.0,0.0,0.0,0.0,0.05,0.0,0.0,Any,0.27815442561205267,5.472,100.0,71.85,88.6,8.4,83.29999999999998,63.302499999999995
120,Chickpeas,General,164,8.9,27.0,2.6,7.6,28,24,291.0,48.0,49.0,0.0,0.0,0.0,0.26,0.0,0.0,Any,0.28052959501557634,7.56,96.36,76.82,91.39999999999999,14.399999999999999,82.80000000000001,66.785
121,Green Peas,General,81,5.0,14.5,0.4,4.1,48,2,160.0,24.0,25.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,Any,0.24554707379134857,6.96,76.70666666666668,64.58,57.599999999999994,7.199999999999999,59.30000000000001,47.084999999999994
122,Broccoli,General,55,4.4,11.2,0.6,3.3,10,33,316.0,80.0,100.0,0.0,0.5,0.0,0.06,0.0,0.0,Any,0.506031746031746,1.12,80.72666666666667,67.72,76.0,26.0,76.5,61.53
123,Spinach,General,23,2.9,3.6,0.4,2.2,0,79,558.0,80.0,100.0,0.0,0.5,0.0,0.04000000000000001,0.0,0.0,Any,0.6365296803652968,0.0,87.94,64.47999999999999,74.6,26.0,77.3,60.46
124,Kale,General,49,4.3,8.8,0.6,3.6,0,38,491.0,80.0,100.0,0.0,0.5,0.0,0.06,0.0,0.0,Any,0.5447811447811447,0.0,93.09333333333335,68.61999999999999,83.0,26.0,83.1,65.175
125,Asparagus,General,20,2.2,3.7,0.2,2.1,15,2,202.0,14.0,24.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.24714285714285716,0.555,71.58666666666666,57.63999999999999,63.8,4.2,68.30000000000001,48.26
126,Zucchini,General,17,1.2,3.1,0.3,1.1,15,8,295.0,18.0,16.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.181592039800995,0.465,73.14666666666666,55.00999999999999,57.8,5.3999999999999995,62.60000000000001,44.9625
127,Cauliflower,General,25,1.9,5.3,0.3,2.0,15,30,299.0,15.0,22.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.21888888888888886,0.795,74.81333333333333,57.41,62.8,4.5,66.8,47.677499999999995
128,Artichokes,General,47,3.3,10.5,0.2,5.4,15,94,343.0,60.0,21.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.4298969072164949,1.575,84.98666666666666,72.14,79.19999999999999,18.0,81.0,62.49499999999999
129,Berries (mixed),General,43,0.9,9.6,0.4,2.3,40,1,77.0,6.0,16.0,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,Any,0.13512544802867382,3.84,64.07333333333335,57.38,47.0,1.7999999999999998,51.7,39.235
130,Apple,Fruit,52,0.3,14.0,0.2,2.4,39,1,107.0,5.0,6.0,0.0,0.0,0.0,0.020000000000000004,19.0,0.0,Snack,0.10245098039215687,5.46,66.55333333333334,10.140000000000002,46.800000000000004,1.5,50.5,27.050000000000004
131,Orange,Fruit,62,1.2,15.4,0.2,3.1,40,0,237.0,14.0,52.0,0.0,0.0,0.0,0.020000000000000004,12.0,0.0,Snack,0.19136904761904763,6.16,78.12,30.639999999999997,50.8,4.2,53.599999999999994,34.67
132,Grapes,General,69,0.7,18.0,0.2,0.9,53,2,191.0,7.0,13.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.06260504201680672,9.54,66.05333333333334,53.34,33.199999999999996,2.1,36.6,31.14
133,Watermelon,General,30,0.6,7.6,0.2,0.6,76,1,112.0,10.0,11.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.085,5.776,59.68666666666667,52.739999999999995,17.999999999999996,3.0,27.60000000000001,24.855
134,Pineapple,General,50,0.5,13.1,0.1,1.4,66,1,109.0,12.0,13.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.09966666666666667,8.646,62.72666666666667,55.370000000000005,27.0,3.5999999999999996,33.599999999999994,29.5625
135,Strawberries,General,32,0.7,7.7,0.3,2.0,40,1,153.0,13.0,16.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.15752032520325202,3.08,67.98,57.209999999999994,45.4,3.9000000000000004,51.19999999999999,39.137499999999996
136,Blueberries,General,57,0.7,14.5,0.3,2.4,53,1,77.0,6.0,6.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.10747663551401869,7.685,64.51333333333334,57.71,39.199999999999996,1.7999999999999998,43.8,35.397499999999994
137,Avocado,General,160,2.0,8.5,14.7,6.7,10,7,480.0,29.0,12.0,0.0,0.0,0.1,1.47,0.0,0.0,Any,0.18944444444444444,0.85,100.0,71.09,84.8,11.2,74.8,60.972500000000004
138,Cucumber,General,16,0.6,3.6,0.2,0.5,15,2,76.0,7.0,16.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.09419191919191919,0.54,56.78666666666667,52.14,54.2,2.1,59.099999999999994,41.64
139,Carrots,General,41,0.9,9.6,0.2,2.8,71,69,320.0,12.0,33.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.19157509157509153,6.816,75.55333333333333,59.54,30.4,3.5999999999999996,38.39999999999999,32.585
140,Sweet Potato,General,90,2.0,21.0,0.2,3.3,70,41,337.0,27.0,30.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.1767857142857143,14.7,81.48666666666668,62.54,35.2,8.100000000000001,38.2,35.86
141,Quinoa Salad,General,118,4.2,20.4,2.5,2.6,53,9,152.0,64.0,19.0,0.0,0.0,0.0,0.25,0.0,0.0,Any,0.20813492063492064,10.811999999999998,68.63333333333333,63.45,47.0,19.2,45.5,43.862500000000004
142,Eggplant,General,25,1.0,6.0,0.2,2.5,15,2,229.0,14.0,9.0,5.0,1.0,0.0,0.020000000000000004,0.0,0.0,Any,0.6186666666666667,0.9,74.98666666666666,58.839999999999996,63.0,33.2,67.0,55.309999999999995
143,Cabbage,General,25,1.0,6.0,0.1,2.2,10,9,170.0,12.0,40.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.21777777777777776,0.6,69.19333333333331,57.77,64.8,3.5999999999999996,68.3,48.442499999999995
144,Radish,General,16,0.7,3.4,0.1,1.6,15,2,202.0,10.0,25.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.17777777777777776,0.51,69.62666666666665,55.769999999999996,58.8,3.0,63.7,45.0725
145,Mushrooms,General,22,3.1,3.3,0.3,1.0,10,5,318.0,9.0,2.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.16643518518518519,0.33,74.58,53.809999999999995,64.2,2.6999999999999997,68.0,46.987500000000004
146,Tomatoes,General,18,0.9,3.9,0.2,1.2,15,5,237.0,11.0,12.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.14338235294117646,0.585,70.02,54.64,57.599999999999994,3.3,62.3,44.224999999999994
147,Celery,General,6,0.3,1.2,0.1,0.6,15,35,104.0,6.0,41.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.14642857142857144,0.18,55.79333333333333,52.37,54.0,1.7999999999999998,59.900000000000006,41.722500000000004
148,Lettuce,General,5,0.5,0.9,0.1,0.5,10,5,141.0,6.0,18.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.10848484848484848,0.09,60.86,52.07,57.0,1.7999999999999998,62.5,43.067499999999995
149,Onions,General,40,1.1,9.0,0.1,1.7,10,3,146.0,10.0,23.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.14074074074074072,0.9,66.19333333333333,56.07,63.0,3.0,65.0,46.6675
150,Garlic,General,149,6.4,33.1,0.5,2.1,30,17,401.0,25.0,181.0,0.0,0.0,0.0,0.05,0.0,0.0,Any,0.22185929648241207,9.93,83.23333333333332,58.65,63.2,7.5,56.30000000000001,46.75750000000001
151,Ginger,General,80,1.8,17.8,0.8,1.1,15,13,415.0,43.0,16.0,0.0,0.0,0.0,0.08000000000000002,0.0,0.0,Any,0.1508974358974359,2.67,80.44666666666667,57.35999999999999,59.0,12.9,57.5,46.765
152,Cauliflower Rice,General,25,1.9,5.3,0.3,2.0,15,30,299.0,15.0,22.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.21888888888888886,0.795,74.81333333333333,57.41,62.8,4.5,66.8,47.677499999999995
153,Coconut Milk,General,552,5.5,6.6,57.2,0.5,41,15,263.0,26.0,120.0,1.2,0.0,0.0,34.32,0.0,0.0,Any,0.061738648947951266,2.7059999999999995,0.0,0.0,48.4,13.8,2.299999999999997,18.43
154,Almond Milk,General,39,1.0,1.5,3.0,0.6,25,186,170.0,9.0,120.0,1.2,0.0,0.0,1.7999999999999998,0.0,0.0,Any,0.27247191011235955,0.375,37.93333333333334,47.3,49.4,8.7,53.0,39.42
155,Soy Milk,General,54,3.3,3.9,2.7,0.4,25,43,118.0,31.0,120.0,1.2,0.0,0.0,1.62,0.0,0.0,Any,0.3238782051282051,0.975,48.68666666666667,49.440000000000005,53.2,15.3,55.3,43.205000000000005
156,Greek Yogurt,General,59,10.0,3.6,0.4,0.0,11,38,141.0,7.0,120.0,1.2,0.0,0.0,0.24,0.0,0.0,Any,0.3646788990825688,0.396,54.64,49.980000000000004,73.4,8.1,73.6,51.26
157,Chia Seeds,General,138,4.7,12.3,8.8,10.6,1,16,160.0,150.0,631.0,0.0,2.0,2.0,0.8800000000000001,0.0,0.0,Any,1.3758865248226952,0.12300000000000001,97.94666666666669,100.0,100.0,100.0,100.0,100.0
158,Flaxseeds,General,534,18.3,28.9,42.2,27.3,50,30,813.0,150.0,255.0,0.0,2.0,2.0,4.220000000000001,0.0,0.0,Any,0.5204337899543379,14.45,100.0,100.0,100.0,100.0,100.0,100.0
159,Oats,General,389,17.0,66.0,6.9,10.6,55,2,429.0,177.0,54.0,0.0,0.0,0.0,0.6900000000000001,0.0,0.0,Any,0.2710326499620349,36.3,100.0,97.43,100.0,53.1,75.0,82.6325
160,Brown Rice,General,216,4.5,45.8,1.6,3.5,50,2,86.0,43.0,10.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,Any,0.12186716791979949,22.9,68.89333333333333,64.32,53.0,12.9,41.400000000000006,43.485
161,Quinoa,General,120,4.4,21.3,1.9,2.8,53,5,172.0,64.0,17.0,0.0,0.0,0.0,0.19,0.0,0.0,Any,0.21078431372549025,11.289000000000001,71.40666666666667,64.23,48.2,19.2,46.5,44.61750000000001
162,Lentils,General,353,24.6,63.4,1.1,10.7,32,2,955.0,36.0,37.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.0,Any,0.24210090984284532,20.288,100.0,85.36999999999999,100.0,10.799999999999999,100.0,74.0425
163,Black Beans,General,341,21.6,62.4,1.2,16.6,30,2,1200.0,120.0,211.0,0.0,0.0,0.0,0.12,0.0,0.0,Any,0.38269394714407506,18.72,100.0,100.0,100.0,36.0,100.0,84.0
164,Chickpeas,General,364,19.0,61.6,6.04,17.4,28,24,875.0,79.0,45.0,0.0,0.0,0.0,0.6040000000000001,0.0,0.0,Any,0.2904589371980676,17.248,100.0,100.0,100.0,23.700000000000003,100.0,80.925
165,Salmon,General,206,22.0,0.0,13.0,0.0,0,47,628.0,32.0,13.0,5.0,1.0,1.5,1.3,0.0,0.0,Any,0.6248697916666667,0.0,81.96666666666667,86.8,100.0,76.1,88.4,88.405
166,Tuna,General,116,26.0,0.0,1.0,0.0,0,35,333.0,22.0,4.0,5.0,1.0,1.5,0.1,0.0,0.0,Any,0.9913654618473895,0.0,68.3,89.4,100.0,73.1,100.0,90.625
167,Chicken Breast,General,165,31.0,0.0,3.6,0.0,0,74,334.0,29.0,11.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,Any,0.3272093023255814,0.0,63.42666666666666,51.82,100.0,8.7,100.0,65.13
168,Turkey Breast,General,161,30.6,0.0,3.2,0.0,0,66,318.0,26.0,15.0,0.0,0.0,0.0,0.32000000000000006,0.0,0.0,Any,0.32796208530805687,0.0,63.32000000000001,51.64,100.0,7.800000000000001,100.0,64.86
169,Lean Beef,General,250,26.0,0.0,17.0,0.0,0,54,380.0,21.0,10.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,Any,0.19416666666666665,0.0,63.133333333333326,47.0,100.0,6.3,92.0,61.72500000000001
170,Egg Whites,General,52,11.0,0.7,0.2,0.0,0,166,147.0,6.0,28.0,5.0,1.0,0.0,0.020000000000000004,0.0,0.0,Any,0.5683006535947712,0.0,43.120000000000005,50.54,82.0,30.8,81.8,61.294999999999995
171,Almonds,General,579,21.2,21.7,49.9,12.5,0,1,705.0,268.0,269.0,0.0,0.0,0.0,4.99,0.0,0.0,Any,0.2829358770535242,0.0,100.0,99.33,100.0,80.4,99.5,94.83250000000001
172,Walnuts,General,654,15.2,13.7,65.2,6.7,15,2,441.0,150.0,98.0,0.0,2.0,2.0,6.5200000000000005,0.0,0.0,Any,0.30307765151515154,2.055,79.91999999999999,100.0,100.0,100.0,49.3,89.86
173,Peanuts,General,567,25.8,16.1,49.2,8.5,13,18,705.0,168.0,92.0,0.0,0.0,0.0,4.920000000000001,0.0,0.0,Any,0.2125337655321448,2.093,100.0,77.53999999999999,100.0,50.4,87.4,79.465
174,Cashews,General,553,18.2,30.2,43.9,3.3,27,12,660.0,292.0,37.0,0.0,0.0,0.0,4.39,0.0,0.0,Any,0.205804311774461,8.154,88.44,75.92999999999999,93.4,87.6,45.8,78.0625
175,Olive Oil,General,884,0.0,0.0,100.0,0.0,0,2,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,Any,0.0003747323340471092,0.0,9.866666666666667,20.1,60.0,0.3,0.0,23.1
176,Coconut Oil,General,862,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Any,0.0,0.0,10.0,20.0,60.0,0.0,0.0,23.0
177,Avocado,General,160,2.0,8.5,14.7,6.7,0,7,480.0,29.0,12.0,0.0,0.0,0.1,1.47,0.0,0.0,Any,0.18944444444444444,0.0,100.0,71.09,90.8,11.2,79.8,63.7725
178,Blueberries,General,57,0.7,14.0,0.3,2.4,53,1,77.0,9.0,6.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.11448598130841121,7.42,64.51333333333334,58.01,39.199999999999996,2.6999999999999997,43.8,35.6975
179,Strawberries,General,29,0.7,7.0,0.3,2.0,40,1,153.0,13.0,16.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.16350210970464132,2.8,67.98,57.209999999999994,45.4,3.9000000000000004,51.5,39.1975
180,Raspberries,General,52,1.2,12.0,0.7,6.5,32,1,151.0,27.0,25.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,Any,0.3266339869281046,3.84,85.68666666666667,71.99000000000001,69.2,8.100000000000001,72.19999999999999,55.222500000000004
181,Apples,General,52,0.3,14.0,0.2,2.4,39,0,107.0,9.0,6.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.11225490196078432,5.46,66.65333333333334,58.04,46.800000000000004,2.6999999999999997,50.5,39.325
182,Oranges,General,43,0.9,9.0,0.1,2.3,40,0,181.0,10.0,40.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.1716845878136201,3.6,71.22666666666666,57.87,47.0,3.0,51.7,39.6575
183,Grapes,General,69,0.7,18.0,0.2,0.9,59,2,191.0,6.0,11.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.0588235294117647,10.62,66.05333333333334,53.24,29.599999999999994,1.7999999999999998,33.6,29.36
184,Watermelon,General,30,0.6,8.0,0.2,0.6,72,1,112.0,10.0,8.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.08125,5.76,59.68666666666667,52.739999999999995,20.4,3.0,29.60000000000001,25.975
185,Pineapple,General,50,0.5,13.0,0.1,1.4,66,1,109.0,12.0,13.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.09966666666666667,8.58,62.72666666666667,55.370000000000005,27.0,3.5999999999999996,33.599999999999994,29.5625
186,Kiwi,General,61,1.1,15.0,0.5,3.0,53,2,312.0,17.0,34.0,0.0,0.0,0.0,0.05,0.0,0.0,Any,0.17882882882882883,7.95,82.39999999999999,60.550000000000004,42.400000000000006,5.1000000000000005,46.599999999999994,38.4525
187,Cottage Cheese,General,98,11.1,2.6,4.3,0.0,10,364,104.0,10.0,120.0,1.2,0.0,0.0,2.5799999999999996,0.0,0.0,Any,0.2885135135135135,0.26,10.21333333333334,43.260000000000005,76.19999999999999,9.0,72.4,50.405
188,Greek Salad,General,223,7.6,10.2,17.2,2.2,14,349,346.0,29.0,118.0,0.0,0.0,0.0,1.72,0.0,0.0,Any,0.15231990231990233,1.428,40.08666666666666,54.34,75.60000000000001,8.7,59.7,50.38000000000001
189,Quinoa Salad,General,218,7.7,35.2,6.4,4.1,53,192,318.0,64.0,45.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,Any,0.1849502487562189,18.656000000000002,65.84,66.78,59.99999999999999,19.2,48.5,49.195
190,Lentil Soup,General,116,7.9,21.1,0.6,7.8,44,545,368.0,36.0,24.0,0.0,0.0,0.0,0.06,0.0,0.0,Any,0.3204819277108434,9.284,50.99333333333333,76.82,80.60000000000001,10.799999999999999,78.4,61.765
191,Chicken Salad,General,196,22.4,1.1,12.0,0.4,0,230,250.0,20.0,22.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,Any,0.21680216802168023,0.0,40.46666666666667,49.6,100.0,6.0,91.79999999999998,62.25999999999999
192,Fish Tacos,General,238,13.3,19.7,11.4,2.4,70,243,311.0,35.0,59.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,Any,0.17100694444444445,13.79,51.47333333333334,57.28,54.2,10.5,42.400000000000006,41.685
193,Zucchini Noodles,General,33,2.4,6.6,0.3,1.2,15,8,358.0,37.0,16.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.23674698795180726,0.99,77.74666666666666,57.21,60.599999999999994,11.1,63.8,48.01749999999999
194,Eggplant Parmesan,General,180,6.0,10.0,14.0,5.0,50,375,204.0,22.0,92.0,5.0,1.0,0.0,1.4000000000000001,0.0,0.0,Any,0.326231884057971,5.0,40.49999999999999,63.0,62.0,35.6,54.0,54.05
195,Spinach Salad,General,23,2.9,3.6,0.4,2.2,0,79,167.0,80.0,100.0,0.0,0.5,0.0,0.04000000000000001,0.0,0.0,Any,0.6365296803652968,0.0,61.87333333333334,64.47999999999999,74.6,26.0,77.3,60.46
196,Stir-Fried Tofu,General,144,13.7,6.1,8.6,1.5,15,10,206.0,52.0,204.0,0.0,0.0,0.0,0.86,0.0,0.0,Any,0.3391752577319587,0.915,65.29333333333334,57.120000000000005,84.4,15.600000000000001,76.5,58.8
197,Steamed Broccoli,General,55,3.7,11.2,0.6,3.3,15,33,457.0,80.0,100.0,0.0,0.5,0.0,0.06,0.0,0.0,Any,0.4926984126984127,1.68,90.12666666666668,67.72,71.60000000000001,26.0,72.60000000000001,59.43
198,Cottage Cheese,General,98,11.1,2.6,4.3,0.0,10,364,104.0,7.0,120.0,1.2,0.0,0.0,2.5799999999999996,0.0,0.0,Any,0.2834459459459459,0.26,10.21333333333334,42.96000000000001,76.19999999999999,8.1,72.4,50.105000000000004
199,Mozzarella Cheese,General,280,24.0,2.2,20.0,0.0,0,627,58.0,22.0,120.0,1.2,0.0,0.0,12.0,0.0,0.0,Any,0.2166666666666667,0.0,0.0,16.200000000000003,100.0,12.6,85.0,54.2
200,Eggplant,General,25,1.0,6.0,0.0,3.0,15,2,229.0,14.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,Any,0.640888888888889,0.9,77.06666666666666,60.4,65.0,33.2,69.0,56.7
201,Zucchini,General,17,1.2,3.1,0.3,1.0,15,2,280.0,18.0,16.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.17661691542288557,0.465,72.34666666666666,54.709999999999994,57.4,5.3999999999999995,62.2,44.6875
202,Bell Peppers,General,31,0.9,6.3,0.3,2.5,15,1,175.0,9.0,10.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.16522633744855966,0.945,71.44666666666667,58.309999999999995,62.8,2.6999999999999997,66.19999999999999,47.332499999999996
203,Broccoli,General,55,4.4,11.2,0.6,3.3,15,33,316.0,80.0,100.0,0.0,0.5,0.0,0.06,0.0,0.0,Any,0.506031746031746,1.68,80.72666666666667,67.72,73.0,26.0,74.0,60.129999999999995
204,Spinach,General,23,2.9,3.6,0.4,2.2,15,79,167.0,80.0,100.0,0.0,0.5,0.0,0.04000000000000001,0.0,0.0,Any,0.6365296803652968,0.54,61.87333333333334,64.47999999999999,65.6,26.0,69.8,56.26
205,Kale,General,49,4.3,9.0,0.9,3.6,15,38,330.0,80.0,100.0,0.0,0.5,0.0,0.09000000000000001,0.0,0.0,Any,0.5447811447811447,1.35,82.24000000000001,68.53,74.0,26.0,75.6,60.95249999999999
206,Cauliflower,General,25,2.0,5.3,0.3,2.0,15,30,320.0,15.0,22.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.22155555555555556,0.795,76.21333333333332,57.41,63.0,4.5,67.0,47.777499999999996
207,Asparagus,General,20,2.2,3.7,0.2,2.2,15,2,202.0,14.0,24.0,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,Any,0.2519047619047619,0.555,71.98666666666666,57.94,64.2,4.2,68.7,48.535000000000004
208,Brussels Sprouts,General,43,3.4,9.0,0.3,3.8,15,25,342.0,17.0,36.0,0.0,0.0,0.0,0.03,0.0,0.0,Any,0.29372759856630826,1.35,85.38,63.01,73.0,5.1000000000000005,75.2,53.967499999999994
209,Cabbage,General,25,1.3,6.0,0.1,2.5,15,18,170.0,10.0,34.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.22444444444444442,0.9,69.49333333333333,58.47,63.6,3.0,67.6,47.9675
210,Celery,General,6,0.3,1.2,0.1,1.6,15,35,260.0,11.0,40.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.2264880952380952,0.18,70.19333333333333,55.87,58.0,3.3,63.900000000000006,44.9725
211,Lettuce,General,5,0.5,1.2,0.1,0.5,15,5,194.0,7.0,36.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,Any,0.14575757575757575,0.18,64.39333333333333,52.17,54.0,2.1,60.0,41.7675
212,Quinoa,General,120,4.4,21.3,1.9,2.8,53,7,172.0,64.0,17.0,0.0,0.0,0.0,0.19,0.0,0.0,Any,0.21078431372549025,11.289000000000001,71.20666666666666,64.23,48.2,19.2,46.5,44.61750000000001
213,Brown Rice,General,216,4.5,44.8,1.8,3.5,50,5,43.0,48.0,20.0,0.0,0.0,0.0,0.18000000000000002,0.0,0.0,Any,0.13032581453634087,22.4,65.64666666666666,64.75999999999999,53.0,14.399999999999999,41.400000000000006,43.97
214,Oats,General,389,16.9,66.3,6.9,10.6,55,2,429.0,138.0,54.0,0.0,0.0,0.0,0.6900000000000001,0.0,0.0,Any,0.2483675018982536,36.465,100.0,93.53,100.0,41.4,74.80000000000001,78.69250000000001
215,Whole Wheat Bread,General,247,10.0,49.0,2.5,6.3,69,422,154.0,61.0,84.0,0.0,0.0,0.0,0.25,0.0,0.0,Any,0.21767676767676764,33.81,42.26666666666667,74.25,63.8,18.3,51.0,52.4775
216,Barley,General,354,12.5,73.5,2.3,17.3,28,8,452.0,158.0,33.0,0.0,0.0,0.0,0.22999999999999998,0.0,0.0,Any,0.3105610561056105,20.58,100.0,100.0,100.0,47.400000000000006,100.0,86.85
217,Lentils,General,230,17.9,39.9,0.8,15.6,32,2,731.0,36.0,19.0,0.0,0.0,0.0,0.08000000000000002,0.0,0.0,Any,0.35250000000000004,12.767999999999999,100.0,100.0,100.0,10.799999999999999,100.0,77.7
218,Chickpeas,General,364,19.0,61.5,6.0,17.4,42,24,875.0,79.0,49.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,Any,0.29142512077294686,25.83,100.0,100.0,100.0,23.700000000000003,100.0,80.925
219,Kidney Beans,General,333,23.7,60.1,0.8,24.9,24,2,1405.0,70.0,35.0,0.0,0.0,0.0,0.08000000000000002,0.0,0.0,Any,0.3953002610966057,14.424000000000001,100.0,100.0,100.0,21.0,100.0,80.25
220,Black Beans,General,339,21.0,62.4,1.4,15.0,30,1,1250.0,120.0,46.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,Any,0.32544987146529564,18.72,100.0,100.0,100.0,36.0,100.0,84.0
221,Walnuts,General,654,15.2,13.7,65.2,6.7,15,2,441.0,150.0,98.0,0.0,2.0,2.0,6.5200000000000005,0.0,0.0,Any,0.30307765151515154,2.055,79.91999999999999,100.0,100.0,100.0,49.3,89.86
222,Almonds,General,575,21.0,20.0,49.9,12.2,0,1,773.0,70.0,264.0,0.0,0.0,0.0,4.99,0.0,0.0,Any,0.2025066666666667,0.0,100.0,78.63,100.0,21.0,98.3,74.5675
223,Cashews,General,553,18.2,30.2,43.9,3.3,25,12,565.0,292.0,37.0,0.0,0.0,0.0,4.39,0.0,0.0,Any,0.205804311774461,7.55,82.10666666666667,75.92999999999999,94.6,87.6,46.8,78.6225
224,Peanuts,General,567,25.8,16.1,49.2,8.5,13,18,705.0,168.0,92.0,0.0,0.0,0.0,4.920000000000001,0.0,0.0,Any,0.2125337655321448,2.093,100.0,77.53999999999999,100.0,50.4,87.4,79.465
225,Flaxseeds,General,534,18.3,28.9,42.2,27.3,0,30,813.0,150.0,255.0,0.0,2.0,2.0,4.220000000000001,0.0,0.0,Any,0.5204337899543379,0.0,100.0,100.0,100.0,100.0,100.0,100.0
226,Chia Seeds,General,486,16.5,42.1,30.7,34.4,1,16,407.0,150.0,631.0,0.0,2.0,2.0,3.0700000000000003,0.0,0.0,Any,0.6746268656716419,0.42100000000000004,100.0,100.0,100.0,100.0,100.0,100.0
